Salesperson Code,Salesperson Name,Customer Category,Customer Number,Cust Name,City,State,Zip Code, Sales YTD , GP Dollars YTD ,GP Percent YTD, Last Year Sales Year To Date , GP Dollars LYTD ,GP Percent LYTD,Last Invoice Date,Last Payment Date,AR Balance
185,SHARON MCCARTHY,8,11510,INC. VILLAGE OF MINEOLA,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,3/15/2019,3/25/2019,
185,SHARON MCCARTHY,11,160,ADELPHI UNIVERSITY,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,3/13/2019,,
185,SHARON MCCARTHY,8,10330,LYNBROOK PUBLIC LIBRARY,LYNBROOK,NY,11563, $-   , $-   ,0, $-   , $-   ,,11/6/2018,11/26/2018,
185,SHARON MCCARTHY,8,11984,NASSAU COUNTY DGS-BLDG SER.,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,2/15/2018,3/12/2018,
185,SHARON MCCARTHY,9,18620,U.S.POST OFFICE/QUEENS VEHICLE,JAMAICA,NY,11433, $-   , $-   ,0, $-   , $-   ,,1/19/2018,2/12/2018,
185,SHARON MCCARTHY,3,3999,DIOCESE OF ROCKVILLE CENTRE,ROCKVILLE CTR,NY,11571, $-   , $-   ,0, $-   , $-   ,,12/12/2017,12/14/2017,
185,SHARON MCCARTHY,21,13130,SUNY AT OLD WESTBURY,OLD WESTBURY,NY,11568, $-   , $-   ,0, $-   , $-   ,,11/3/2017,11/20/2017,
185,SHARON MCCARTHY,1,17835,TRIBOROUGH BRIDGE AND TUNNEL,BRONX,NY,10465-3831, $-   , $-   ,0, $-   , $-   ,,10/2/2017,10/6/2017,
185,SHARON MCCARTHY,1,17834,TRIBOROUGH BRIDGE & TUNNEL,BRONX,NY,10465, $-   , $-   ,0, $-   , $-   ,,9/13/2017,8/3/2017,
185,SHARON MCCARTHY,8,11989,NASSAU COUNTY DEPT OF HEALTH,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,5/12/2017,6/12/2017,
185,SHARON MCCARTHY,24,NYC DEP,NYC DEPT OF HEALTH & MENTAL,LONG ISLAND CITY,NY,11101, $-   , $-   ,0, $-   , $-   ,,4/10/2017,4/17/2017,
185,SHARON MCCARTHY,21,14480,QUEENSBOROUGH COMM.COLLEGE,BAYSIDE,NY,11364-1497, $-   , $-   ,0, $-   , $-   ,,12/7/2016,6/29/2017,
185,SHARON MCCARTHY,14,17080,MAPFRE INSURANCE CO. OF NY,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,9/29/2016,10/17/2016,
185,SHARON MCCARTHY,16,12089,NATIONAL RINK MANAGEMENT,BELLMORE,NY,11710, $-   , $-   ,0, $-   , $-   ,,6/3/2016,8/15/2016,
185,SHARON MCCARTHY,8,10360,VILLAGE OF LYNBROOK,LYNBROOK,NY,11563, $-   , $-   ,0, $-   , $-   ,,5/23/2016,6/10/2016,
185,SHARON MCCARTHY,7,7630,H.W.ASSOC.& SOUTH SHORE,ROCKVILLE CENTR,NY,11570, $-   , $-   ,0, $-   , $-   ,,4/20/2016,12/4/2014,
185,SHARON MCCARTHY,16,5415,FRE MANAGEMENT,SYOSSET,NY,11791, $-   , $-   ,0, $-   , $-   ,,4/14/2016,5/23/2016,
185,SHARON MCCARTHY,11,7220,HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11550, $-   , $-   ,0, $-   , $-   ,,2/4/2016,3/28/2016,
185,SHARON MCCARTHY,1,SAMUEL0,SAMUEL GOMPERS HS X655,BRONX,NY,10455, $-   , $-   ,0, $-   , $-   ,,11/19/2015,3/7/2016,
185,SHARON MCCARTHY,8,13200,OYSTER BAY-E NORWICH LIBRARY,OYSTER BAY,NY,11771, $-   , $-   ,0, $-   , $-   ,,11/10/2015,11/23/2015,
185,SHARON MCCARTHY,8,4680,FARMINGDALE PUB. LIBRARY,FARMINGDALE,NY,11734, $-   , $-   ,0, $-   , $-   ,,10/6/2015,10/23/2015,
185,SHARON MCCARTHY,16,933,THE ATELIER CONDOMINIUM C/O,HARTSDALE,NY,10530, $-   , $-   ,0, $-   , $-   ,,9/17/2015,9/23/2015,
185,SHARON MCCARTHY,21,13110,SUNY AT FARMINGDALE,FARMINGDALE,NY,11735, $-   , $-   ,0, $-   , $-   ,,6/25/2015,6/25/2015,
185,SHARON MCCARTHY,8,5260,FLORAL PARK PUBLIC LIBRARY,FLORAL PARK,NY,11001, $-   , $-   ,0, $-   , $-   ,,5/12/2015,5/21/2015,
185,SHARON MCCARTHY,16,11508,SANDEBERG MANAGEMENT CORP,NEW YORK,NY,10001, $-   , $-   ,0, $-   , $-   ,,2/4/2015,2/27/2015,
185,SHARON MCCARTHY,1,17833,TRIBOROUGH BRIDGE & TUNNEL,BROOKLYN,NY,11231, $-   , $-   ,0, $-   , $-   ,,11/14/2014,11/21/2014,
185,SHARON MCCARTHY,11,11600,MOLLOY COLLEGE,ROCKVILLE CTR,NY,11570, $-   , $-   ,0, $-   , $-   ,,12/6/2013,12/17/2013,
185,SHARON MCCARTHY,8,4241,EAST ROCKAWAY PUBLIC LIBRARY,EAST ROCKAWAY,NY,11518, $-   , $-   ,0, $-   , $-   ,,10/24/2013,11/21/2013,
185,SHARON MCCARTHY,11,12741,BRONX LEADERSHIP ACADEMY HS,BRONX,NY,10457, $-   , $-   ,0, $-   , $-   ,,9/12/2013,9/12/2013,
185,SHARON MCCARTHY,8,11985,NASSAU COUNTY D.P.W.,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,8/8/2013,9/18/2013,
185,SHARON MCCARTHY,8,11201,NASSAU COUNTY DEPT.OF SOCIAL,UNIONDALE,NY,11553, $-   , $-   ,0, $-   , $-   ,,5/16/2013,6/3/2013,
185,SHARON MCCARTHY,10,14313,P.S. 163X,BRONX,NY,10457, $-   , $-   ,0, $-   , $-   ,,5/6/2013,5/23/2013,
185,SHARON MCCARTHY,6,7520,SERVISAIR LLC,JAMAICA,NY,11430, $-   , $-   ,0, $-   , $-   ,,4/4/2013,5/6/2013,
185,SHARON MCCARTHY,8,11973,NASSAU COUNTY BRIDGE AUTHORITY,LAWRENCE,NY,11559-0341, $-   , $-   ,0, $-   , $-   ,,1/9/2013,1/28/2013,
185,SHARON MCCARTHY,1,17432,TRIBOROUGH BRIDGE & TUNNEL,NEW YORK,NY,10034, $-   , $-   ,0, $-   , $-   ,,11/28/2012,12/6/2012,
185,SHARON MCCARTHY,8,11982,NASSAU COUNTY DEPT OF MENTAL,UNINONDALE,NY,11553, $-   , $-   ,0, $-   , $-   ,,11/1/2012,11/20/2012,
185,SHARON MCCARTHY,9,18710,USPO OFFICE SERV.#2018,BROOKLYN,NY,11256, $-   , $-   ,0, $-   , $-   ,,4/27/2012,6/14/2012,
185,SHARON MCCARTHY,8,11991,NASSAU COUNTY DEPT.OF HEALTH,HEMPSTEAD,NY,11550, $-   , $-   ,0, $-   , $-   ,,4/17/2012,4/26/2012,
185,SHARON MCCARTHY,8,12840,NYC SANITATION/AUDITS & ACCTS,NEW YORK,NY,10013, $-   , $-   ,0, $-   , $-   ,,4/13/2012,4/30/2012,
185,SHARON MCCARTHY,8,4410,ELMONT PUBLIC LIBRARY,ELMONT,NY,11003, $-   , $-   ,0, $-   , $-   ,,11/8/2011,1/4/2012,
185,SHARON MCCARTHY,8,11299,MERRICK LIBRARY,MERRICK,NY,11566, $-   , $-   ,0, $-   , $-   ,,10/3/2011,10/21/2011,
185,SHARON MCCARTHY,8,19390,WEST HEMPSTEAD PUB. LIBRARY,WEST HEMPSTEAD,NY,11552, $-   , $-   ,0, $-   , $-   ,,8/19/2011,9/2/2011,
185,SHARON MCCARTHY,8,19280,WANTAGH PUBLIC LIBRARY,WANTAGH,NY,11793, $-   , $-   ,0, $-   , $-   ,,7/19/2011,7/20/2011,
185,SHARON MCCARTHY,2,4541,"EPISCOPAL HEALTH SERVICES,INC",BETHPAGE,NY,11714, $-   , $-   ,0, $-   , $-   ,,6/3/2011,,
185,SHARON MCCARTHY,9,18910,U.S. POST OFFICE,L. I. CITY,NY,11101, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11887,NASSAU COUNTY DPW/FAC MGMT,EAST MEADOW,NY,11554, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11889,NASSAU COUNTY DIST.ATTORNEY,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,15415,SALVATION ARMY,BROOKLYN,NY,11216, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,15420,SALVATION ARMY,BROOKLYN,NY,11217, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11904,NASSAU COUNTY DPW WATER RES.,HICKSVILLE,NY,11801, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,15440,SALVATION ARMY,NEW YORK,NY,10011, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,4,REG0000,"REGAL CLEANING, LTD",PORT WASHINGTON,NY,11050, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,15450,SALVATION ARMY,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,15470,SALVATION ARMY,HEMPSTEAD,NY,11550, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11969,NASSAU COUNTY PROBATION DEPT,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11971,NASSAU COUNTY LEGISLATURE,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11972,NASSAU COUNTY DEPT OF,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,15500,SALVATION ARMY,NEW YORK,NY,10036, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11983,NASSAU COUNTY PARK & REC.,EAST MEADOW,NY,11554, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11987,NASSAU COUNTY POLICE DEPT.,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11988,NASSAU COUNTY CIVIL SERVICE,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11992,NASSAU COUNTY/BOARD OF SUPV.,EAST MEADOW,NY,11554, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11993,NASSAU COUNTY DEPT.OF SENIOR,UNIONDALE,NY,11553, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11994,NASSAU COUNTY CLERK,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11995,NASSAU COUNTY OFFICE OF,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11996,NASSAU COUNTY OFFICE OF THE,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11997,NASSAU COUNTY CPW H & GE,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,11998,NASSAU COUNTY GARAGE,HICKSVILLE,NY,11801, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,12001,NASSAU CTY/N.MERRICK SENIOR,MERRICK,NY,11566, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,12002,NASSAU CTY/ROSLYN SR COMM CTR,ROSLYN,NY,11576, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,12040,NASSAU LIBRARY SYSTEM,UNIONDALE,NY,11553, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,17,12100,"NAUTICAL CRUISE LINES,IN",EAST MEADOW,NY,11554, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,1559,BETHPAGE PUBLIC LIBRARY,BETHPAGE,NY,11714, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,2,APEX000,APEX REHABILITATION AND,HUNTINGTON STA,NY,11746, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,6952,VILLAGE OF ISLAND PARK,ISLAND PARK,NY,11558, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,16,12250,NASSAU HOSP OFFICE CORP,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,15790,SEAFORD PUBLIC LIBRARY,SEAFORD,NY,11783, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,17,COMP000,COMPARE FOODS / PATCHOGUE,PATCHOGUE,NY,11772, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,7080,HEWLETT-WOODMERE PUB LIBRARY,HEWLETT,NY,11557, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,7160,HILLSIDE PUBLIC LIBRARY,NEW HYDE PARK,NY,11040, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,12440,NORTH MERRICK PUBLIC LIB,NORTH MERRICK,NY,11566, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,5419,"FREEPORT CASINO CRUISES,LLC",FREEPORT,NY,11520, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,19520,WESTBURY MEMORIAL PUB LIBRARY,WESTBURY,NY,11590, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,11,7210,HELEN KELLER IHB,HEMPSTEAD,NY,11550, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,1,19681,WINTHROP PROF. RESIDENCE,MINEOLA,NY,11501, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,20,5640,GARDEN CITY HOTEL,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,5641,GARDEN CITY PUBLIC LIBRARY,GARDEN CITY,NY,11530, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,10,14441,P.S./I.S. 210,NEW YORK,NY,10031, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,11,7420,HOLY TRINITY DIOCESAN HS,HICKSVILLE,NY,11801, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,8,2160,ROSLYN BRYANT LIBRARY,ROSLYN,NY,11576, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,6,7490,SERVISAIR LLC,ELIZABETH,NJ,7201, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,6,7500,SERVISAIR LLC,FLUSHING,NY,11371, $-   , $-   ,0, $-   , $-   ,,,,
185,SHARON MCCARTHY,6,7501,SERVISAIR LLC,FLUSHING,NY,11371, $-   , $-   ,0, $-   , $-   ,,,,
